machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,1.52,83.06,57.53,80.98,2.05,35.18,cutting_overload,warning
cnc,0.8,56.13,36.65,55,2.16,35.59,cutting_overload,warning
cnc,0.76,41.39,39.2,72.62,2.23,24.99,none,running
cnc,0.99,42.71,43.98,82.23,2.03,27.05,none,running
cnc,0.84,50.02,42.78,79.75,1.86,26.7,none,running
cnc,0.78,46.81,41.08,72.85,2.02,27.81,none,running
cnc,2.83,45.86,48.28,89.41,1.93,27.73,chatter,warning
cnc,0.93,44.41,40.1,77.98,2.1,28.6,none,running
cnc,0.9,43.95,41.63,73.54,2.18,26.52,none,running
cnc,1.9,75.75,50.95,71.43,1.95,37.94,cutting_overload,warning
cnc,0.91,32.9,33.84,55,1.95,31.21,cutting_overload,running
cnc,1.61,70.66,58.55,84.19,1.96,34.03,cutting_overload,warning
cnc,1.6,33.46,29.9,55,2,27.18,chatter,running
cnc,1.26,63.31,57.29,69.7,2,29.72,cutting_overload,running
cnc,0.49,22.8,22.85,55,2.16,26.79,none,running
cnc,2.06,47.78,44.08,93,2.23,28.16,chatter,warning
cnc,3.51,52.93,53.58,106.06,2,27.64,chatter,warning
cnc,2.8,50.06,42.17,89.91,1.74,27.29,chatter,warning
cnc,0.83,45.95,45.34,82.97,2.17,26.62,none,running
cnc,1.04,51.15,46.54,90.13,1.78,27.08,none,running
cnc,1.99,47.16,53.82,92.63,1.95,31.57,chatter,warning
cnc,1.54,48.99,51.51,74.58,2.01,42.62,coolant_failure,fault
cnc,2.48,55.67,47.3,86.2,1.97,26.98,chatter,warning
cnc,1.4,59.62,66.63,88.14,1.91,41.25,coolant_failure,fault
cnc,1.41,40.61,53.3,75.41,2.02,36.22,coolant_failure,warning
cnc,0.86,28.05,35.07,55,2.27,38.24,coolant_failure,warning
cnc,3.58,54.18,57.13,110,1.83,29.58,chatter,warning
cnc,0.99,48.63,47.44,84.61,2.27,26.3,none,running
cnc,3.21,55.78,49.49,98.9,2.09,28.83,chatter,warning
cnc,0.88,45.76,41.45,76.42,2.06,25.68,none,running
cnc,1.99,71.87,66.27,82.78,2.01,33.93,cutting_overload,warning
cnc,0.79,32.48,34.01,55,1.95,45.33,coolant_failure,fault
cnc,1.67,57.56,61.04,84.03,2.04,41.42,coolant_failure,fault
cnc,0.91,45.19,42.13,76.09,2.17,27.32,none,running
cnc,2.53,54.65,49.21,93.97,2.16,28.02,chatter,warning
cnc,1.85,50.44,64.22,92.68,1.92,41.11,coolant_failure,fault
cnc,0.98,53.61,60.89,85.14,2.27,43.37,coolant_failure,fault
cnc,0.93,44.75,40.64,81.17,1.94,28.04,none,running
cnc,1.03,45.71,46.6,87.7,2.25,27.35,none,running
cnc,0.97,44.68,44.94,77.14,2.14,28.45,none,running
cnc,0.87,41.48,39.82,72.47,1.93,26.6,none,running
cnc,0.64,32.43,29.6,55.56,1.89,26.78,none,running
cnc,1.6,50.92,52.21,80.32,2.07,39.73,coolant_failure,warning
cnc,1.93,53.3,65.6,89.14,2,42.24,coolant_failure,fault
cnc,1.71,53.76,55.01,88.69,2.12,41.11,coolant_failure,fault
cnc,1.93,109.31,74.44,94.26,1.91,34.55,cutting_overload,fault
cnc,1.99,50.4,43.9,88.1,2.1,29.03,chatter,running
cnc,1,45.09,44.87,86.08,2.21,27.85,none,running
cnc,0.6,24.06,28.07,55,2.02,43.71,coolant_failure,fault
cnc,0.96,32.1,32.82,55,2.07,32.29,chatter,running
cnc,1.66,55.79,60.28,88.07,2.01,35.44,coolant_failure,warning
cnc,1.07,49.47,46.67,79.78,2,27.98,none,running
cnc,0.9,43.68,41.98,77.26,1.91,26.2,none,running
cnc,0.45,25.22,23.79,55,2.05,28.24,none,running
cnc,0.84,30.62,27.6,55,2.12,38.96,coolant_failure,warning
cnc,0.78,43.64,39.95,79.21,2.21,27.74,none,running
cnc,1.15,39.08,37.32,57.49,1.94,40.52,coolant_failure,fault
cnc,1.75,76.79,68.47,83.53,1.86,35.83,cutting_overload,warning
cnc,0.88,43.16,32.48,55,2.01,37.16,cutting_overload,warning
cnc,1.03,34.53,38.18,55,2.1,42.72,coolant_failure,fault
cnc,1.66,48.28,56.13,80.38,2.01,38.48,coolant_failure,warning
cnc,1.19,35.9,37.7,55.33,1.89,36.06,coolant_failure,warning
cnc,1.71,58.82,57.09,93.42,2.09,40.44,coolant_failure,fault
cnc,0.91,42.31,60.8,82.24,2.18,46.67,coolant_failure,fault
cnc,1.5,46.49,58.98,81.45,2.02,40.93,coolant_failure,fault
cnc,1.76,79.41,66.36,84.32,2,34.71,cutting_overload,warning
cnc,1.54,53.95,70.84,89.61,1.95,36.37,coolant_failure,fault
cnc,0.91,43.7,46.6,81.98,2,28.82,none,running
cnc,1.09,36.61,47.81,59.85,1.91,39.61,coolant_failure,warning
cnc,1.77,55.78,59.2,94.75,2.11,41.21,coolant_failure,fault
cnc,1.03,48.55,48.82,75.33,2.08,40.95,coolant_failure,fault
cnc,0.89,48.03,45.63,79.85,2.09,25.21,none,running
cnc,0.88,42.68,43.3,77.9,1.87,26.75,none,running
cnc,1.06,54.5,52.29,60.72,1.96,30.22,cutting_overload,running
cnc,2.36,44.8,50.7,94.36,2.11,28.16,chatter,warning
cnc,1.61,58,65.31,82.93,1.99,35.92,coolant_failure,warning
cnc,1.03,32.54,37.34,55,2.09,34.94,coolant_failure,warning
cnc,1.16,33.27,46.14,55,2.2,33.84,coolant_failure,running
cnc,1.76,61.57,64.57,91.46,2.17,35.45,coolant_failure,warning
cnc,1.46,48.14,54.91,74.89,1.97,37.4,coolant_failure,warning
cnc,2.19,49.02,47.64,95.41,2.22,30.04,chatter,warning
cnc,1.31,59.11,38.19,55,1.73,30.29,cutting_overload,running
cnc,1.82,57.36,67.19,96.09,2.05,39.11,coolant_failure,warning
cnc,1.59,47.88,65.23,88.5,2,33.1,coolant_failure,warning
cnc,1.51,53.01,66.43,89.94,2.19,38.99,coolant_failure,warning
cnc,2.24,95.06,69,92.59,2.13,29.67,cutting_overload,warning
cnc,1.34,84.45,61.53,74.11,2.06,33.18,cutting_overload,warning
cnc,2.33,78.74,71.72,82.53,1.92,29.88,cutting_overload,fault
cnc,1.63,90.84,75.17,88.27,2.3,33.49,cutting_overload,fault
cnc,1.74,87.53,67.26,86.77,2.02,37.31,cutting_overload,warning
cnc,1.29,46.51,50.7,75.05,1.84,41.19,chatter,fault
cnc,1.33,65.68,60.27,97.47,2.01,42.61,coolant_failure,fault
cnc,1.31,54.85,55.11,84.23,1.91,39.43,coolant_failure,warning
cnc,2.49,90.34,67.61,91.99,1.88,36.73,cutting_overload,warning
cnc,1.37,83.77,58.61,76.72,2.11,30.31,cutting_overload,warning
cnc,0.78,45.96,37.23,71.5,1.86,27.99,none,running
cnc,0.82,31.75,29.55,55,1.92,42.34,coolant_failure,fault
cnc,1.54,64.87,72.77,92.73,2.09,35.81,coolant_failure,fault
cnc,1.45,53.76,56.06,78.15,2.02,39.71,coolant_failure,warning
cnc,0.91,45.37,36.56,69.42,1.93,26.61,none,running
cnc,1.43,50.62,55.86,87.23,2.04,36.13,coolant_failure,warning
cnc,1.18,61.84,70.15,90.27,2.01,40.21,coolant_failure,fault
cnc,2.14,104.05,62.55,85.57,1.99,34.09,cutting_overload,warning
cnc,1.08,52.51,48.4,86.16,2.3,26.68,none,running
cnc,1.1,35.53,32.72,55,2.06,36.9,cutting_overload,warning
cnc,0.72,37.62,39.25,57.88,2.06,40.22,coolant_failure,fault
cnc,1.52,65.75,51.04,62.99,2.17,38.17,cutting_overload,warning
cnc,0.67,29.87,28.83,55,1.97,26.16,none,running
cnc,1.23,54.21,58.82,75.25,1.93,37.33,coolant_failure,warning
cnc,0.48,21.39,21.77,55,1.98,28.64,none,running
cnc,1.59,58.4,67.79,84.68,1.82,35.13,coolant_failure,warning
cnc,1.59,50.17,50.55,78.05,1.94,36.94,coolant_failure,warning
cnc,1.34,88.66,61.43,84.15,2.15,31.61,cutting_overload,warning
cnc,2.28,81.19,72.59,86.71,1.98,32.29,cutting_overload,fault
cnc,1.25,53.98,65.53,92.63,2.12,35.43,spindle_misalignment,warning
cnc,1.52,55.14,55.23,84.35,1.91,34.21,coolant_failure,warning
cnc,1.85,76.32,68.94,91.49,2.06,32.31,cutting_overload,warning
cnc,1.02,35.27,36.38,55,2.21,36.76,coolant_failure,warning
cnc,1.57,61.81,67.22,91.83,2.13,45.14,coolant_failure,fault
cnc,2.23,80.26,60.47,86.78,1.9,33.36,cutting_overload,warning
cnc,2.42,56.09,48.93,92.73,2.13,28.41,chatter,warning
cnc,2.9,44.72,46.56,90.58,1.94,29.16,chatter,warning
cnc,2.1,39.7,31.01,63.39,1.87,29.91,chatter,warning
cnc,1.36,72.71,62.26,80.13,2.04,31.07,cutting_overload,warning
cnc,1.12,44.85,47.3,73.94,2,38.56,coolant_failure,warning
cnc,1.96,53.57,51.31,87.74,1.94,27.17,chatter,running
cnc,0.75,34.19,32.51,56.71,1.96,26.15,none,running
cnc,1.52,41.8,57.92,77.68,2.1,34.36,coolant_failure,warning
cnc,1.65,53.06,58.33,85.44,1.98,40.95,coolant_failure,fault
cnc,2.1,70.84,62.1,81.77,1.93,32.7,cutting_overload,warning
cnc,1.96,63.12,65.79,89.35,2.07,40.69,coolant_failure,fault
cnc,1.3,73.31,62.93,81.45,1.77,33.54,cutting_overload,warning
cnc,1.04,49.88,53.17,82.56,1.89,46.24,coolant_failure,fault
cnc,1.03,49.35,53.28,73.97,2.01,39.27,coolant_failure,warning
cnc,0.56,31.1,36.21,55,1.94,40.12,coolant_failure,fault
cnc,0.97,43.08,39.83,80.39,2.08,26.71,none,running
cnc,2.17,92.83,77.66,85.83,2.13,33.39,cutting_overload,fault
cnc,1.17,55.75,61.28,89.49,2.03,35.08,coolant_failure,warning
cnc,0.88,46.87,54.52,71.04,1.89,38.58,coolant_failure,warning
cnc,1.31,58.75,58.16,83.41,1.93,39.22,coolant_failure,warning
cnc,1.61,31.34,25.43,55,2.05,27.1,chatter,running
cnc,1.4,58.08,66.56,85.22,2.11,36.21,coolant_failure,warning
cnc,1.69,57.22,67.12,87.11,1.99,43.44,coolant_failure,fault
cnc,0.93,53.86,46.47,83.91,2.01,28.89,none,running
cnc,1.02,29.08,31.23,55,2.02,37.15,coolant_failure,warning
cnc,0.96,49.7,44.82,90.84,1.89,27.58,none,running
cnc,2.53,57.48,53.18,109.08,1.92,30.98,chatter,warning
cnc,1.68,72.8,62.32,85.82,2.03,30.89,cutting_overload,warning
cnc,1.05,46.1,44.36,80.03,1.88,27.02,none,running
cnc,1.36,52.15,62.59,93.45,1.9,39.29,coolant_failure,warning
cnc,0.94,46.88,44.13,75.23,2.13,27.05,none,running
cnc,1.19,66.11,45.72,62.67,2.14,34.86,cutting_overload,warning
cnc,0.95,47.51,45.46,83.67,2.13,26.46,none,running
cnc,1.2,55.15,64.67,82.72,2.12,44.01,coolant_failure,fault
cnc,0.97,43.24,34.07,55,1.91,35.95,cutting_overload,warning
cnc,1.08,52.42,46.1,88.65,1.84,28.57,none,running
cnc,0.81,41.41,36.28,68.22,1.94,25.67,none,running
cnc,0.88,46.86,44.42,84.88,2,26.88,none,running
cnc,1.24,50.62,60.12,81.9,2.07,38.84,coolant_failure,warning
cnc,1.53,45.37,51.55,71.53,1.86,38.68,coolant_failure,warning
cnc,1.09,53.02,63.84,83.92,2.05,40.53,coolant_failure,fault
cnc,1.43,51.09,56.04,77.61,1.97,39.64,coolant_failure,warning
cnc,1.43,52,50.08,78.44,2.07,39.29,coolant_failure,warning
cnc,1.2,47.87,50.89,69.56,2.15,38.64,spindle_misalignment,warning
cnc,1.77,106.94,72.08,94.4,2.01,34.82,cutting_overload,fault
cnc,1.94,40.4,45.8,88.63,2.01,29.65,chatter,running
cnc,0.94,55.79,48.32,93.35,1.93,27.08,none,warning
cnc,2.98,56.02,52.56,110,1.87,29.86,chatter,warning
cnc,0.94,56.32,49.03,93.35,2.04,27.01,none,warning
cnc,2.11,103.31,71.3,96.22,1.95,32.37,cutting_overload,fault
cnc,0.93,43.95,39.82,73.66,2.03,28.36,none,running
cnc,1.09,41.03,51.24,71.08,2.03,41.19,coolant_failure,fault
cnc,2.99,55.12,56.74,97.97,2.15,26.29,chatter,warning
cnc,1.34,60.61,56.69,86.96,1.9,37.78,coolant_failure,warning
cnc,2.79,42.09,46.86,95.03,1.92,26.88,chatter,warning
cnc,0.78,40.97,38.05,73.83,1.88,26.84,none,running
cnc,2.12,110.2,68.09,97.54,2.13,34.68,cutting_overload,warning
cnc,1.52,81.12,64.82,85.85,1.99,36.11,cutting_overload,warning
cnc,0.91,50.3,46.22,85.14,1.86,26.76,none,running
cnc,1.97,31.45,33.07,65.38,2.17,27.6,chatter,running
cnc,1.86,44.39,44.76,82.63,2.07,27.16,chatter,running
cnc,0.89,30.18,35.88,55,2.01,40.47,coolant_failure,fault
cnc,1.27,93.43,69.26,90.13,2,36.78,cutting_overload,warning
cnc,1.65,48.51,55.63,88.84,2.04,44.06,coolant_failure,fault
cnc,1.2,40.34,44.72,68.23,1.72,34.69,coolant_failure,warning
cnc,1.37,61.4,64.72,91.23,2,41.07,coolant_failure,fault
cnc,3.1,38.41,40.16,65.47,1.97,26.22,spindle_misalignment,warning
cnc,1.62,54.24,48.11,78.54,2.17,34.76,coolant_failure,warning
cnc,0.77,41.08,45.15,80.25,2.13,25.69,none,running
cnc,0.51,23.63,25.33,55,2.02,35.26,coolant_failure,warning
cnc,1.34,53.99,54.31,77.91,2.06,39.94,coolant_failure,warning
cnc,1.22,59.74,36.12,55,2.02,34.07,cutting_overload,warning
cnc,1.46,87.82,68.3,87.82,2.06,35.95,cutting_overload,warning
cnc,1.48,57.58,44.72,61.45,2.03,29.37,cutting_overload,running
cnc,2.02,94.66,62.28,93.73,2.14,34.9,cutting_overload,warning
cnc,2.5,94.79,74.86,97.59,2.1,31.9,cutting_overload,fault
cnc,1.95,63.95,63.58,96.12,2.03,41.45,coolant_failure,fault
cnc,1.96,93.95,72.09,89.23,2.04,34.68,cutting_overload,fault
cnc,1.76,88.15,66.3,77.03,2.1,36.77,cutting_overload,warning
cnc,3.94,52.37,45.53,74.06,2.04,26.06,spindle_misalignment,warning
cnc,0.77,46.23,40.82,79.27,2.2,26.32,none,running
cnc,0.67,40.41,36.48,68.75,1.9,26.34,none,running
cnc,3.14,55.26,48.5,76.19,1.93,30.16,spindle_misalignment,warning
cnc,2.11,55.59,55.5,97.65,1.9,29.72,chatter,warning
cnc,2.26,34.46,28.38,55,1.95,30.01,spindle_misalignment,warning
cnc,1.09,46.69,36.66,55,2.13,35.15,cutting_overload,warning
cnc,2.79,49.26,48.65,92.06,1.91,26.4,chatter,warning
cnc,2.08,43.29,40.29,76.82,1.86,26.27,chatter,warning
cnc,1.2,33.22,38.69,55,1.98,36.55,coolant_failure,warning
cnc,1.41,43.03,48.23,74.37,2.06,46.01,coolant_failure,fault
cnc,0.82,40.58,39.32,70.33,2.12,26.76,none,running
cnc,0.94,53.38,42.76,84.71,2.01,28.56,none,running
cnc,1.33,36.52,31.29,65.84,1.98,28.09,chatter,running
cnc,1.91,26.83,26.27,55,1.72,27.33,spindle_misalignment,running
cnc,1.13,60.35,60.63,87.78,1.95,41.73,coolant_failure,fault
cnc,0.74,40.21,37.8,74.99,1.9,26.11,none,running
cnc,3.12,46.89,49.23,81.28,2.12,28.83,spindle_misalignment,warning
cnc,3.02,56.13,49.87,82.9,2.17,28.34,spindle_misalignment,warning
cnc,1.34,57.45,50.72,85.48,1.97,43.08,coolant_failure,fault
cnc,1.26,52.83,58.84,78.04,1.98,36.86,coolant_failure,warning
cnc,2.17,84.21,77.41,98.2,2.02,32.56,cutting_overload,fault
cnc,1.31,82.13,63.89,81.21,2.11,31.79,cutting_overload,warning
cnc,2.38,52.87,48.42,97.95,1.88,29.33,chatter,warning
cnc,1.81,57.81,69.99,88.99,2.04,37.75,coolant_failure,warning
cnc,1.87,33.91,31.92,66.6,2.12,26.43,chatter,running
cnc,3.68,56.93,50.77,83.27,1.99,27.25,spindle_misalignment,warning
cnc,4.51,60.15,63.76,94.48,2.1,29.64,spindle_misalignment,fault
cnc,1.96,54.87,48.76,95.66,2,27.68,chatter,warning
cnc,0.91,38.56,40.34,70.4,1.93,27.45,none,running
cnc,2.37,46.81,44.83,94.4,1.82,28.81,chatter,warning
cnc,3.56,52.42,57.94,89.33,1.99,25.89,spindle_misalignment,warning
cnc,1.43,57.31,58.57,84.09,2.03,34.88,coolant_failure,warning
cnc,4.49,67.5,61.23,93.85,1.93,26,spindle_misalignment,warning
cnc,3.64,53.34,49.14,73.36,1.93,28.59,spindle_misalignment,warning
cnc,1.07,49.29,48.69,90.81,2.02,26.89,none,running
cnc,1.24,56.79,68.5,92.2,1.93,38.39,coolant_failure,warning
cnc,3.3,45.86,49.82,80.26,2.12,29.82,spindle_misalignment,warning
cnc,2.03,97.12,68.26,88.93,2.04,30.5,cutting_overload,warning
cnc,0.71,36.4,37.56,66.24,1.96,27.67,none,running
cnc,2.66,53.22,47.38,98.82,2.01,27.22,chatter,warning
cnc,0.94,54.59,45.93,90.46,1.99,26.48,none,running
cnc,2.51,41.04,41.92,86.97,2.03,28.85,chatter,warning
cnc,1.38,43.31,49.61,67.08,2.01,42.12,coolant_failure,fault
cnc,0.92,44.65,45.13,80.74,1.98,26.72,none,running
cnc,2.95,57.22,56.95,102.64,1.98,26.21,chatter,warning
cnc,2.1,34.73,25.46,55,2.16,29.14,spindle_misalignment,warning
cnc,3.14,39.36,50.23,76.03,2.1,29.82,spindle_misalignment,warning
cnc,1.97,42.49,50.09,90.68,2.11,24.91,chatter,running
cnc,0.79,23.9,24.07,55,2.06,39.35,coolant_failure,warning
cnc,3.1,52.44,53.38,88.07,1.86,28.16,spindle_misalignment,warning
cnc,0.85,40.75,39.05,72,2.05,25.71,none,running
cnc,2.62,57.47,62.66,108.61,1.9,27.77,chatter,warning
cnc,2.58,42.47,46.22,75.79,2.05,25.73,spindle_misalignment,warning
cnc,1.68,78.21,56.7,86.83,1.93,35.55,cutting_overload,warning
cnc,1.29,30.18,30.57,57.35,2.11,27.15,chatter,running
cnc,1.14,49.87,41.92,55,2,36.8,cutting_overload,warning
cnc,2.94,34.59,33.71,56.41,2.13,28.65,spindle_misalignment,warning
